line_number,raw_line,timestamp_raw,parsed_datetime,host,process,pid,event_type,attack_stage,username,source_ip,source_port,command,is_privileged_account,is_suspicious_source,parse_status
8487,Jul 11 03:28:59 backup01 sshd[3104]: Failed password for backup from 203.0.113.89 port 43638 ssh2,Jul 11 03:28:59,2026-07-11 03:28:59,backup01,sshd,3104,failed_password,initial_access_attempt,backup,203.0.113.89,43638,,True,True,parsed
8488,Jul 11 03:29:01 backup01 sshd[4928]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:29:01,2026-07-11 03:29:01,backup01,sshd,4928,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8489,Jul 11 03:29:04 backup01 sshd[4315]: Failed password for deploy from 203.0.113.89 port 59269 ssh2,Jul 11 03:29:04,2026-07-11 03:29:04,backup01,sshd,4315,failed_password,initial_access_attempt,deploy,203.0.113.89,59269,,False,True,parsed
8490,Jul 11 03:29:05 backup01 sshd[3277]: Failed password for postgres from 203.0.113.89 port 57465 ssh2,Jul 11 03:29:05,2026-07-11 03:29:05,backup01,sshd,3277,failed_password,initial_access_attempt,postgres,203.0.113.89,57465,,False,True,parsed
8491,Jul 11 03:29:08 backup01 sshd[9156]: Failed password for invalid user admin from 203.0.113.89 port 62930 ssh2,Jul 11 03:29:08,2026-07-11 03:29:08,backup01,sshd,9156,failed_password,initial_access_attempt,admin,203.0.113.89,62930,,True,True,parsed
8492,Jul 11 03:29:19 backup01 sshd[4653]: Failed password for backup from 203.0.113.89 port 52369 ssh2,Jul 11 03:29:19,2026-07-11 03:29:19,backup01,sshd,4653,failed_password,initial_access_attempt,backup,203.0.113.89,52369,,True,True,parsed
8493,Jul 11 03:29:27 backup01 sshd[3744]: Failed password for deploy from 203.0.113.89 port 49845 ssh2,Jul 11 03:29:27,2026-07-11 03:29:27,backup01,sshd,3744,failed_password,initial_access_attempt,deploy,203.0.113.89,49845,,False,True,parsed
8494,Jul 11 03:29:29 backup01 sshd[4288]: Failed password for invalid user admin from 203.0.113.89 port 54128 ssh2,Jul 11 03:29:29,2026-07-11 03:29:29,backup01,sshd,4288,failed_password,initial_access_attempt,admin,203.0.113.89,54128,,True,True,parsed
8495,Jul 11 03:19:34 backup01 sshd[8544]: pam_unix(sshd:session): session closed for user j.singer,Jul 11 03:19:34,2026-07-11 03:19:34,backup01,sshd,8544,session_closed,session_activity,j.singer,,,,False,False,parsed
8496,Jul 11 03:29:34 backup01 sshd[1720]: Failed password for invalid user admin from 203.0.113.89 port 54334 ssh2,Jul 11 03:29:34,2026-07-11 03:29:34,backup01,sshd,1720,failed_password,initial_access_attempt,admin,203.0.113.89,54334,,True,True,parsed
8497,Jul 11 03:29:36 backup01 sshd[4947]: Failed password for root from 203.0.113.89 port 30008 ssh2,Jul 11 03:29:36,2026-07-11 03:29:36,backup01,sshd,4947,failed_password,initial_access_attempt,root,203.0.113.89,30008,,True,True,parsed
8498,Jul 11 03:30:21 backup01 sshd[8283]: Failed password for deploy from 203.0.113.89 port 63358 ssh2,Jul 11 03:30:21,2026-07-11 03:30:21,backup01,sshd,8283,failed_password,initial_access_attempt,deploy,203.0.113.89,63358,,False,True,parsed
8499,Jul 11 03:30:29 backup01 sshd[1948]: Failed password for root from 203.0.113.89 port 33207 ssh2,Jul 11 03:30:29,2026-07-11 03:30:29,backup01,sshd,1948,failed_password,initial_access_attempt,root,203.0.113.89,33207,,True,True,parsed
8500,Jul 11 03:30:47 backup01 sshd[7063]: Failed password for backup from 203.0.113.89 port 44662 ssh2,Jul 11 03:30:47,2026-07-11 03:30:47,backup01,sshd,7063,failed_password,initial_access_attempt,backup,203.0.113.89,44662,,True,True,parsed
8501,Jul 11 03:31:03 backup01 sshd[6852]: Failed password for backup from 203.0.113.89 port 53086 ssh2,Jul 11 03:31:03,2026-07-11 03:31:03,backup01,sshd,6852,failed_password,initial_access_attempt,backup,203.0.113.89,53086,,True,True,parsed
8502,Jul 11 03:31:07 backup01 sshd[3186]: Failed password for deploy from 203.0.113.89 port 42216 ssh2,Jul 11 03:31:07,2026-07-11 03:31:07,backup01,sshd,3186,failed_password,initial_access_attempt,deploy,203.0.113.89,42216,,False,True,parsed
8503,Jul 11 03:31:16 backup01 sshd[2568]: Failed password for backup from 203.0.113.89 port 55661 ssh2,Jul 11 03:31:16,2026-07-11 03:31:16,backup01,sshd,2568,failed_password,initial_access_attempt,backup,203.0.113.89,55661,,True,True,parsed
8504,Jul 11 03:31:33 backup01 sshd[4427]: Failed password for backup from 203.0.113.89 port 39310 ssh2,Jul 11 03:31:33,2026-07-11 03:31:33,backup01,sshd,4427,failed_password,initial_access_attempt,backup,203.0.113.89,39310,,True,True,parsed
8505,Jul 11 03:31:34 backup01 sshd[4082]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:31:34,2026-07-11 03:31:34,backup01,sshd,4082,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8506,Jul 11 03:31:45 backup01 sshd[6242]: Failed password for postgres from 203.0.113.89 port 37428 ssh2,Jul 11 03:31:45,2026-07-11 03:31:45,backup01,sshd,6242,failed_password,initial_access_attempt,postgres,203.0.113.89,37428,,False,True,parsed
8507,Jul 11 03:32:29 backup01 sshd[1351]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:32:29,2026-07-11 03:32:29,backup01,sshd,1351,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8508,Jul 11 03:32:39 backup01 sshd[9416]: Failed password for root from 203.0.113.89 port 55600 ssh2,Jul 11 03:32:39,2026-07-11 03:32:39,backup01,sshd,9416,failed_password,initial_access_attempt,root,203.0.113.89,55600,,True,True,parsed
8509,Jul 11 03:32:46 backup01 sshd[1516]: Failed password for root from 203.0.113.89 port 43167 ssh2,Jul 11 03:32:46,2026-07-11 03:32:46,backup01,sshd,1516,failed_password,initial_access_attempt,root,203.0.113.89,43167,,True,True,parsed
8510,Jul 11 03:32:48 backup01 sshd[5186]: Failed password for deploy from 203.0.113.89 port 51311 ssh2,Jul 11 03:32:48,2026-07-11 03:32:48,backup01,sshd,5186,failed_password,initial_access_attempt,deploy,203.0.113.89,51311,,False,True,parsed
8511,Jul 11 03:33:06 backup01 sshd[3360]: Failed password for root from 203.0.113.89 port 39498 ssh2,Jul 11 03:33:06,2026-07-11 03:33:06,backup01,sshd,3360,failed_password,initial_access_attempt,root,203.0.113.89,39498,,True,True,parsed
8512,Jul 11 03:33:40 backup01 sshd[2598]: Failed password for backup from 203.0.113.89 port 30712 ssh2,Jul 11 03:33:40,2026-07-11 03:33:40,backup01,sshd,2598,failed_password,initial_access_attempt,backup,203.0.113.89,30712,,True,True,parsed
8513,Jul 11 03:33:44 backup01 sshd[5547]: Failed password for backup from 203.0.113.89 port 54266 ssh2,Jul 11 03:33:44,2026-07-11 03:33:44,backup01,sshd,5547,failed_password,initial_access_attempt,backup,203.0.113.89,54266,,True,True,parsed
8514,Jul 11 03:33:49 backup01 sshd[6364]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:33:49,2026-07-11 03:33:49,backup01,sshd,6364,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8515,Jul 11 03:33:50 backup01 sshd[9755]: Failed password for backup from 203.0.113.89 port 35651 ssh2,Jul 11 03:33:50,2026-07-11 03:33:50,backup01,sshd,9755,failed_password,initial_access_attempt,backup,203.0.113.89,35651,,True,True,parsed
8516,Jul 11 03:33:58 backup01 sshd[5242]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:33:58,2026-07-11 03:33:58,backup01,sshd,5242,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8517,Jul 11 03:34:01 backup01 sshd[1935]: Failed password for root from 203.0.113.89 port 54871 ssh2,Jul 11 03:34:01,2026-07-11 03:34:01,backup01,sshd,1935,failed_password,initial_access_attempt,root,203.0.113.89,54871,,True,True,parsed
8518,Jul 11 03:34:16 backup01 sshd[9141]: Failed password for invalid user admin from 203.0.113.89 port 36872 ssh2,Jul 11 03:34:16,2026-07-11 03:34:16,backup01,sshd,9141,failed_password,initial_access_attempt,admin,203.0.113.89,36872,,True,True,parsed
8519,Jul 11 03:34:25 backup01 sshd[6325]: Failed password for invalid user oracle from 203.0.113.89 port 35940 ssh2,Jul 11 03:34:25,2026-07-11 03:34:25,backup01,sshd,6325,failed_password,initial_access_attempt,oracle,203.0.113.89,35940,,False,True,parsed
8520,Jul 11 03:34:26 backup01 sshd[3186]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:34:26,2026-07-11 03:34:26,backup01,sshd,3186,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8521,Jul 11 03:34:26 backup01 sshd[8180]: Failed password for backup from 203.0.113.89 port 43795 ssh2,Jul 11 03:34:26,2026-07-11 03:34:26,backup01,sshd,8180,failed_password,initial_access_attempt,backup,203.0.113.89,43795,,True,True,parsed
8522,Jul 11 03:34:39 backup01 sshd[1975]: Failed password for invalid user oracle from 203.0.113.89 port 36177 ssh2,Jul 11 03:34:39,2026-07-11 03:34:39,backup01,sshd,1975,failed_password,initial_access_attempt,oracle,203.0.113.89,36177,,False,True,parsed
8523,Jul 11 03:34:40 backup01 sshd[3094]: Failed password for invalid user oracle from 203.0.113.89 port 36861 ssh2,Jul 11 03:34:40,2026-07-11 03:34:40,backup01,sshd,3094,failed_password,initial_access_attempt,oracle,203.0.113.89,36861,,False,True,parsed
8524,Jul 11 03:34:43 backup01 sshd[8857]: Failed password for root from 203.0.113.89 port 36964 ssh2,Jul 11 03:34:43,2026-07-11 03:34:43,backup01,sshd,8857,failed_password,initial_access_attempt,root,203.0.113.89,36964,,True,True,parsed
8525,Jul 11 03:34:49 backup01 sshd[4885]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:34:49,2026-07-11 03:34:49,backup01,sshd,4885,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8526,Jul 11 03:35:07 backup01 sshd[9791]: Failed password for backup from 203.0.113.89 port 56123 ssh2,Jul 11 03:35:07,2026-07-11 03:35:07,backup01,sshd,9791,failed_password,initial_access_attempt,backup,203.0.113.89,56123,,True,True,parsed
8527,Jul 11 03:35:09 backup01 sshd[3370]: Failed password for invalid user oracle from 203.0.113.89 port 36516 ssh2,Jul 11 03:35:09,2026-07-11 03:35:09,backup01,sshd,3370,failed_password,initial_access_attempt,oracle,203.0.113.89,36516,,False,True,parsed
8528,Jul 11 03:35:19 backup01 sshd[3482]: Failed password for deploy from 203.0.113.89 port 54300 ssh2,Jul 11 03:35:19,2026-07-11 03:35:19,backup01,sshd,3482,failed_password,initial_access_attempt,deploy,203.0.113.89,54300,,False,True,parsed
8529,Jul 11 03:35:28 backup01 sshd[6610]: Failed password for root from 203.0.113.89 port 37267 ssh2,Jul 11 03:35:28,2026-07-11 03:35:28,backup01,sshd,6610,failed_password,initial_access_attempt,root,203.0.113.89,37267,,True,True,parsed
8530,Jul 11 03:35:19 backup01 sshd[5390]: error: maximum authentication attempts exceeded for deploy from 203.0.113.89 port 47586 ssh2 [preauth],Jul 11 03:35:19,2026-07-11 03:35:19,backup01,sshd,5390,max_auth_attempts,brute_force_or_password_spraying,deploy,203.0.113.89,47586,,False,True,parsed
8531,Jul 11 03:35:42 backup01 sshd[5599]: Failed password for backup from 203.0.113.89 port 56091 ssh2,Jul 11 03:35:42,2026-07-11 03:35:42,backup01,sshd,5599,failed_password,initial_access_attempt,backup,203.0.113.89,56091,,True,True,parsed
8532,Jul 11 03:35:49 backup01 sshd[6122]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:35:49,2026-07-11 03:35:49,backup01,sshd,6122,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8533,Jul 11 03:35:55 backup01 sshd[4422]: Failed password for backup from 203.0.113.89 port 61229 ssh2,Jul 11 03:35:55,2026-07-11 03:35:55,backup01,sshd,4422,failed_password,initial_access_attempt,backup,203.0.113.89,61229,,True,True,parsed
8534,Jul 11 03:36:02 backup01 sshd[4185]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:36:02,2026-07-11 03:36:02,backup01,sshd,4185,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8535,Jul 11 03:36:08 backup01 sshd[1237]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:36:08,2026-07-11 03:36:08,backup01,sshd,1237,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8536,Jul 11 03:36:08 backup01 sshd[6900]: Failed password for backup from 203.0.113.89 port 56948 ssh2,Jul 11 03:36:08,2026-07-11 03:36:08,backup01,sshd,6900,failed_password,initial_access_attempt,backup,203.0.113.89,56948,,True,True,parsed
8537,Jul 11 03:36:09 backup01 sshd[3954]: Failed password for root from 203.0.113.89 port 37180 ssh2,Jul 11 03:36:09,2026-07-11 03:36:09,backup01,sshd,3954,failed_password,initial_access_attempt,root,203.0.113.89,37180,,True,True,parsed
8538,Jul 11 03:36:12 backup01 sshd[4348]: Failed password for invalid user admin from 203.0.113.89 port 38397 ssh2,Jul 11 03:36:12,2026-07-11 03:36:12,backup01,sshd,4348,failed_password,initial_access_attempt,admin,203.0.113.89,38397,,True,True,parsed
8539,Jul 11 03:36:12 backup01 sshd[6496]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:36:12,2026-07-11 03:36:12,backup01,sshd,6496,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8540,Jul 11 03:36:14 backup01 sshd[3333]: Failed password for root from 203.0.113.89 port 62461 ssh2,Jul 11 03:36:14,2026-07-11 03:36:14,backup01,sshd,3333,failed_password,initial_access_attempt,root,203.0.113.89,62461,,True,True,parsed
8541,Jul 11 03:36:26 backup01 sshd[3313]: Failed password for backup from 203.0.113.89 port 51154 ssh2,Jul 11 03:36:26,2026-07-11 03:36:26,backup01,sshd,3313,failed_password,initial_access_attempt,backup,203.0.113.89,51154,,True,True,parsed
8542,Jul 11 03:36:50 backup01 sshd[2594]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:36:50,2026-07-11 03:36:50,backup01,sshd,2594,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8543,Jul 11 03:36:55 backup01 sshd[7039]: Failed password for invalid user admin from 203.0.113.89 port 44328 ssh2,Jul 11 03:36:55,2026-07-11 03:36:55,backup01,sshd,7039,failed_password,initial_access_attempt,admin,203.0.113.89,44328,,True,True,parsed
8544,Jul 11 03:37:07 backup01 sshd[3053]: Failed password for root from 203.0.113.89 port 52013 ssh2,Jul 11 03:37:07,2026-07-11 03:37:07,backup01,sshd,3053,failed_password,initial_access_attempt,root,203.0.113.89,52013,,True,True,parsed
8545,Jul 11 03:37:18 backup01 sshd[1402]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:37:18,2026-07-11 03:37:18,backup01,sshd,1402,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8546,Jul 11 03:37:21 backup01 sshd[4063]: Failed password for invalid user oracle from 203.0.113.89 port 56217 ssh2,Jul 11 03:37:21,2026-07-11 03:37:21,backup01,sshd,4063,failed_password,initial_access_attempt,oracle,203.0.113.89,56217,,False,True,parsed
8547,Jul 11 03:37:23 backup01 sshd[5347]: Failed password for backup from 203.0.113.89 port 35456 ssh2,Jul 11 03:37:23,2026-07-11 03:37:23,backup01,sshd,5347,failed_password,initial_access_attempt,backup,203.0.113.89,35456,,True,True,parsed
8548,Jul 11 03:37:24 backup01 sshd[7874]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:37:24,2026-07-11 03:37:24,backup01,sshd,7874,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8549,Jul 11 03:37:32 backup01 sshd[8751]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:37:32,2026-07-11 03:37:32,backup01,sshd,8751,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8550,Jul 11 03:37:42 backup01 sshd[5254]: Failed password for root from 203.0.113.89 port 36406 ssh2,Jul 11 03:37:42,2026-07-11 03:37:42,backup01,sshd,5254,failed_password,initial_access_attempt,root,203.0.113.89,36406,,True,True,parsed
8551,Jul 11 03:37:43 backup01 sshd[2705]: Failed password for root from 203.0.113.89 port 55502 ssh2,Jul 11 03:37:43,2026-07-11 03:37:43,backup01,sshd,2705,failed_password,initial_access_attempt,root,203.0.113.89,55502,,True,True,parsed
8552,Jul 11 03:37:43 backup01 sshd[8916]: Failed password for invalid user oracle from 203.0.113.89 port 31147 ssh2,Jul 11 03:37:43,2026-07-11 03:37:43,backup01,sshd,8916,failed_password,initial_access_attempt,oracle,203.0.113.89,31147,,False,True,parsed
8553,Jul 11 03:37:46 backup01 sshd[6588]: Failed password for root from 203.0.113.89 port 32612 ssh2,Jul 11 03:37:46,2026-07-11 03:37:46,backup01,sshd,6588,failed_password,initial_access_attempt,root,203.0.113.89,32612,,True,True,parsed
8554,Jul 11 03:37:49 backup01 sshd[5795]: Failed password for root from 203.0.113.89 port 51654 ssh2,Jul 11 03:37:49,2026-07-11 03:37:49,backup01,sshd,5795,failed_password,initial_access_attempt,root,203.0.113.89,51654,,True,True,parsed
8555,Jul 11 03:37:51 backup01 sshd[1980]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:37:51,2026-07-11 03:37:51,backup01,sshd,1980,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8556,Jul 11 03:38:04 backup01 sshd[1872]: Failed password for invalid user admin from 203.0.113.89 port 64734 ssh2,Jul 11 03:38:04,2026-07-11 03:38:04,backup01,sshd,1872,failed_password,initial_access_attempt,admin,203.0.113.89,64734,,True,True,parsed
8557,Jul 11 03:37:46 backup01 sshd[5835]: error: maximum authentication attempts exceeded for root from 203.0.113.89 port 48497 ssh2 [preauth],Jul 11 03:37:46,2026-07-11 03:37:46,backup01,sshd,5835,max_auth_attempts,brute_force_or_password_spraying,root,203.0.113.89,48497,,True,True,parsed
8558,Jul 11 03:38:17 backup01 sshd[8889]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.88] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:38:17,2026-07-11 03:38:17,backup01,sshd,8889,possible_break_in,suspicious_connection_warning,,203.0.113.88,,,False,True,parsed
8559,Jul 11 03:38:30 backup01 sshd[5378]: reverse mapping checking getaddrinfo for unknown.example [203.0.113.89] failed - POSSIBLE BREAK-IN ATTEMPT!,Jul 11 03:38:30,2026-07-11 03:38:30,backup01,sshd,5378,possible_break_in,suspicious_connection_warning,,203.0.113.89,,,False,True,parsed
8560,Jul 11 03:38:32 backup01 sshd[5479]: Failed password for invalid user oracle from 203.0.113.89 port 50986 ssh2,Jul 11 03:38:32,2026-07-11 03:38:32,backup01,sshd,5479,failed_password,initial_access_attempt,oracle,203.0.113.89,50986,,False,True,parsed
